Block,Light (u mol photons m/s/),NH4Cl (mg/L),Time (hours),Replicate,Pseudo-replicate,F,Fm,Y(II),Average Y (controls),StDev (controls),StDev / Average (%),Photosynthetic inhibition (%),Average photosynthetic inhibition (%)
3,5,0.0267,24,1,1,0.0163,0.0399,0.591478697,NA,NA,NA,-0.010888116,-0.001938391
3,5,0.0267,24,1,2,0.015,0.0358,0.581005587,NA,NA,NA,0.007011333,NA
3,5,0.0267,48,1,1,0.0538,0.14138,0.619465271,NA,NA,NA,-0.037476612,-0.038146582
3,5,0.0267,48,1,2,0.0395,0.10402,0.620265334,NA,NA,NA,-0.038816552,NA
3,5,0.0267,72,1,1,0.08342,0.21366,0.609566601,NA,NA,NA,-0.033513811,-0.0379002
3,5,0.0267,72,1,2,0.06168,0.1601,0.614740787,NA,NA,NA,-0.042286589,NA
4,80,Control,0,1,1,0.01272,0.0266,0.521804511,0.501286871,0.029016325,5.79%,-0.040929937,-5.55E-17
4,80,Control,0,1,2,0.0135,0.026,0.480769231,NA,NA,NA,0.040929937,NA
4,80,Control,0.3,1,1,0.01218,0.02708,0.550221566,0.539816665,0.014714751,2.73%,-0.019274878,-1.11E-16
4,80,Control,0.3,1,2,0.012,0.0255,0.529411765,NA,NA,NA,0.019274878,NA
4,80,Control,2,1,1,0.0107,0.0248,0.568548387,0.552545138,0.022632012,4.10%,-0.02896279,-5.55E-17
4,80,Control,2,1,2,0.0104,0.02244,0.536541889,NA,NA,NA,0.02896279,NA
4,80,Control,24,1,1,0.0215,0.0409,0.474327628,0.463531973,0.015267362,3.29%,-0.02328999,-5.55E-17
4,80,Control,24,1,2,0.022,0.0402,0.452736318,NA,NA,NA,0.02328999,NA
4,80,Control,48,1,1,0.0432,0.0695,0.378417266,0.384511844,0.008619034,2.24%,0.015850168,0
4,80,Control,48,1,2,0.041,0.06728,0.390606421,NA,NA,NA,-0.015850168,NA
4,80,Control,72,1,1,0.06246,0.10276,0.392175944,0.387349906,0.006825048,1.76%,-0.012459116,0
4,80,Control,72,1,2,0.0595,0.09636,0.382523869,NA,NA,NA,0.012459116,NA
4,80,26.7,0,1,1,0.01256,0.0265,0.526037736,NA,NA,NA,-0.049374652,-0.038903172
4,80,26.7,0,1,2,0.0106,0.02188,0.515539305,NA,NA,NA,-0.028431693,NA
4,80,26.7,0.3,1,1,0.0168,0.0345,0.513043478,NA,NA,NA,0.049596814,0.037691906
4,80,26.7,0.3,1,2,0.0119,0.0251,0.525896414,NA,NA,NA,0.025786997,NA
4,80,26.7,2,1,1,0.0133,0.0289,0.539792388,NA,NA,NA,0.023080016,0.027521886
4,80,26.7,2,1,2,0.01,0.0215,0.534883721,NA,NA,NA,0.031963755,NA
4,80,26.7,24,1,1,0.03728,0.059,0.368135593,NA,NA,NA,0.205803236,0.197258047
4,80,26.7,24,1,2,0.0295,0.04728,0.37605753,NA,NA,NA,0.188712859,NA
4,80,26.7,48,1,1,0.06332,0.10096,0.372820919,NA,NA,NA,0.030404589,0.040836637
4,80,26.7,48,1,2,0.05168,0.08136,0.364798427,NA,NA,NA,0.051268686,NA
4,80,26.7,72,1,1,0.07676,0.12892,0.404591995,NA,NA,NA,-0.044512954,-0.034609036
4,80,26.7,72,1,2,0.06108,0.10128,0.396919431,NA,NA,NA,-0.024705117,NA
4,80,2.67,0,1,1,0.0116,0.0241,0.518672199,NA,NA,NA,-0.034681395,-0.054175584
4,80,2.67,0,1,2,0.0145,0.0314,0.538216561,NA,NA,NA,-0.073669772,NA
4,80,2.67,0.3,1,1,0.0146,0.03188,0.542032622,NA,NA,NA,-0.004105018,-0.010678297
4,80,2.67,0.3,1,2,0.0145,0.03216,0.549129353,NA,NA,NA,-0.017251576,NA
4,80,2.67,2,1,1,0.012,0.02774,0.56741168,NA,NA,NA,-0.026905569,-0.027690628
4,80,2.67,2,1,2,0.0141,0.03266,0.568279241,NA,NA,NA,-0.028475687,NA
4,80,2.67,24,1,1,0.0345,0.0613,0.437194127,NA,NA,NA,0.056819912,0.062335392
4,80,2.67,24,1,2,0.0393,0.0692,0.432080925,NA,NA,NA,0.067850872,NA
4,80,2.67,48,1,1,0.05792,0.0945,0.387089947,NA,NA,NA,-0.006704874,0.005262324
4,80,2.67,48,1,2,0.06842,0.10998,0.377886889,NA,NA,NA,0.017229521,NA
4,80,2.67,72,1,1,0.07618,0.12226,0.376901685,NA,NA,NA,0.0269736,0.022434263
4,80,2.67,72,1,2,0.08176,0.13196,0.380418309,NA,NA,NA,0.017894926,NA
4,80,0.267,0,1,1,0.0137,0.0293,0.532423208,NA,NA,NA,-0.062112812,-0.060942616
4,80,0.267,0,1,2,0.0135,0.0288,0.53125,NA,NA,NA,-0.059772419,NA
4,80,0.267,0.3,1,1,0.01736,0.03774,0.540010599,NA,NA,NA,-0.000359258,-0.007921221
4,80,0.267,0.3,1,2,0.0151,0.03342,0.548174746,NA,NA,NA,-0.015483183,NA
4,80,0.267,2,1,1,0.0139,0.0317,0.561514196,NA,NA,NA,-0.016232262,-0.019338774
4,80,0.267,2,1,2,0.014,0.03218,0.564947172,NA,NA,NA,-0.022445286,NA
4,80,0.267,24,1,1,0.0292,0.05352,0.454409567,NA,NA,NA,0.019680211,0.031946454
4,80,0.267,24,1,2,0.0308,0.0553,0.443037975,NA,NA,NA,0.044212697,NA
4,80,0.267,48,1,1,0.06264,0.10088,0.379064235,NA,NA,NA,0.014167597,0.014921466
4,80,0.267,48,1,2,0.06332,0.10188,0.378484492,NA,NA,NA,0.015675335,NA
4,80,0.267,72,1,1,0.0937,0.14892,0.370803116,NA,NA,NA,0.042717941,0.044573433
4,80,0.267,72,1,2,0.09206,0.14598,0.369365667,NA,NA,NA,0.046428925,NA
4,80,0.0267,0,1,1,0.0156,0.0318,0.509433962,NA,NA,NA,-0.016252353,-0.034149849
4,80,0.0267,0,1,2,0.0164,0.0347,0.527377522,NA,NA,NA,-0.052047345,NA
4,80,0.0267,0.3,1,1,0.01752,0.0362,0.516022099,NA,NA,NA,0.044078976,0.006566574
4,80,0.0267,0.3,1,2,0.0153,0.0345,0.556521739,NA,NA,NA,-0.030945828,NA
4,80,0.0267,2,1,1,0.0156,0.0338,0.538461538,NA,NA,NA,0.025488596,0.003736109
4,80,0.0267,2,1,2,0.0147,0.0336,0.5625,NA,NA,NA,-0.018016377,NA
4,80,0.0267,24,1,1,0.0302,0.05862,0.484817468,NA,NA,NA,-0.04592023,-0.028767687
4,80,0.0267,24,1,2,0.034,0.06402,0.468915964,NA,NA,NA,-0.011615143,NA
4,80,0.0267,48,1,1,0.0684,0.11038,0.380322522,NA,NA,NA,0.010895169,0.033010472
4,80,0.0267,48,1,2,0.0613,0.09628,0.36331533,NA,NA,NA,0.055125775,NA
4,80,0.0267,72,1,1,0.08098,0.13196,0.386329191,NA,NA,NA,0.002635126,0.030799683
4,80,0.0267,72,1,2,0.0886,0.13942,0.364510113,NA,NA,NA,0.058964241,NA
4,20,Control,0,1,1,0.0131,0.02802,0.532476802,0.530524115,0.002761516,0.52%,-0.003680675,0
4,20,Control,0,1,2,0.01254,0.0266,0.528571429,NA,NA,NA,0.003680675,NA
4,20,Control,0.3,1,1,0.013,0.0294,0.557823129,0.559639488,0.00256872,0.46%,0.003245588,-1.11E-16
4,20,Control,0.3,1,2,0.0147,0.03352,0.561455847,NA,NA,NA,-0.003245588,NA
4,20,Control,2,1,1,0.0143,0.0343,0.583090379,0.578620019,0.006322043,1.09%,-0.007725899,1.67E-16
4,20,Control,2,1,2,0.01252,0.0294,0.57414966,NA,NA,NA,0.007725899,NA
4,20,Control,24,1,1,0.0461,0.1043,0.558005753,0.557902989,0.00014533,0.03%,-0.000184197,1.11E-16
4,20,Control,24,1,2,0.0394,0.0891,0.557800224,NA,NA,NA,0.000184197,NA
4,20,Control,48,1,1,0.0735,0.12206,0.397837129,0.397695323,0.000200544,0.05%,-0.00035657,-5.55E-17
4,20,Control,48,1,2,0.06698,0.11118,0.397553517,NA,NA,NA,0.00035657,NA
4,20,Control,72,1,1,0.0895,0.1499,0.40293529,0.404291337,0.001917739,0.47%,0.003354132,-1.11E-16
4,20,Control,72,1,2,0.0863,0.1452,0.405647383,NA,NA,NA,-0.003354132,NA
4,20,26.7,0,1,1,0.0162,0.03696,0.561688312,NA,NA,NA,-0.05874228,-0.037482288
4,20,26.7,0,1,2,0.0159,0.0345,0.539130435,NA,NA,NA,-0.016222296,NA
4,20,26.7,0.3,1,1,0.0157,0.036,0.563888889,NA,NA,NA,-0.007593104,-0.002920747
4,20,26.7,0.3,1,2,0.0158,0.0358,0.558659218,NA,NA,NA,0.00175161,NA
4,20,26.7,2,1,1,0.0179,0.04292,0.582945014,NA,NA,NA,-0.007474671,-0.005227053
4,20,26.7,2,1,2,0.01708,0.0407,0.58034398,NA,NA,NA,-0.002979435,NA
4,20,26.7,24,1,1,0.06708,0.1646,0.592466586,NA,NA,NA,-0.061952701,-0.065709189
4,20,26.7,24,1,2,0.06276,0.1556,0.596658098,NA,NA,NA,-0.069465678,NA
4,20,26.7,48,1,1,0.13088,0.21998,0.405036822,NA,NA,NA,-0.018460108,-0.028692336
4,20,26.7,48,1,2,0.11794,0.20098,0.41317544,NA,NA,NA,-0.038924565,NA
4,20,26.7,72,1,1,0.1146,0.1889,0.393329804,NA,NA,NA,0.027112954,-0.003226315
4,20,26.7,72,1,2,0.12098,0.20782,0.417861611,NA,NA,NA,-0.033565583,NA
4,20,2.67,0,1,1,0.014,0.0292,0.520547945,NA,NA,NA,0.018804367,-0.010148656
4,20,2.67,0,1,2,0.01698,0.03784,0.551268499,NA,NA,NA,-0.039101679,NA
4,20,2.67,0.3,1,1,0.015,0.03294,0.544626594,NA,NA,NA,0.02682601,0.015328527
4,20,2.67,0.3,1,2,0.0147,0.03322,0.557495485,NA,NA,NA,0.003831044,NA
4,20,2.67,2,1,1,0.0141,0.0337,0.581602374,NA,NA,NA,-0.005154254,-0.011936265
4,20,2.67,2,1,2,0.0151,0.03678,0.589450788,NA,NA,NA,-0.018718276,NA
4,20,2.67,24,1,1,0.0482,0.10728,0.550708427,NA,NA,NA,0.012895722,0.01048679
4,20,2.67,24,1,2,0.0501,0.11218,0.553396327,NA,NA,NA,0.008077858,NA
4,20,2.67,48,1,1,0.08766,0.14814,0.408262454,NA,NA,NA,-0.026570922,-0.032606678
4,20,2.67,48,1,2,0.0904,0.15402,0.413063239,NA,NA,NA,-0.038642435,NA
4,20,2.67,72,1,1,0.0956,0.15412,0.379704127,NA,NA,NA,0.060815575,0.052102236
4,20,2.67,72,1,2,0.10256,0.16724,0.386749581,NA,NA,NA,0.043388897,NA
4,20,0.267,0,1,1,0.0161,0.0337,0.522255193,NA,NA,NA,0.015586327,0.009692553
4,20,0.267,0,1,2,0.0129,0.02736,0.528508772,NA,NA,NA,0.003798778,NA
4,20,0.267,0.3,1,1,0.0165,0.0362,0.544198895,NA,NA,NA,0.02759025,0.027008086
4,20,0.267,0.3,1,2,0.0137,0.0301,0.544850498,NA,NA,NA,0.026425923,NA
4,20,0.267,2,1,1,0.0161,0.03812,0.577649528,NA,NA,NA,0.001677252,0.002780924
4,20,0.267,2,1,2,0.0142,0.03352,0.576372315,NA,NA,NA,0.003884595,NA
4,20,0.267,24,1,1,0.04,0.08648,0.53746531,NA,NA,NA,0.036633033,0.045404257
4,20,0.267,24,1,2,0.0343,0.07262,0.527678326,NA,NA,NA,0.054175481,NA
4,20,0.267,48,1,1,0.0737,0.12518,0.411247803,NA,NA,NA,-0.034077545,-0.050959756
4,20,0.267,48,1,2,0.0692,0.12028,0.424675757,NA,NA,NA,-0.067841968,NA
4,20,0.267,72,1,1,0.0893,0.14802,0.396703148,NA,NA,NA,0.018769109,0.004468431
4,20,0.267,72,1,2,0.0796,0.13452,0.408266429,NA,NA,NA,-0.009832247,NA
4,20,0.0267,0,1,1,0.017,0.0366,0.535519126,NA,NA,NA,-0.009415237,0.001971263
4,20,0.0267,0,1,2,0.0122,0.0256,0.5234375,NA,NA,NA,0.013357763,NA
4,20,0.0267,0.3,1,1,0.018,0.0395,0.544303797,NA,NA,NA,0.027402803,0.053791099
4,20,0.0267,0.3,1,2,0.0115,0.0237,0.514767932,NA,NA,NA,0.080179395,NA
4,20,0.0267,2,1,1,0.0166,0.03822,0.565672423,NA,NA,NA,0.022376683,0.015796157
4,20,0.0267,2,1,2,0.01246,0.0292,0.573287671,NA,NA,NA,0.00921563,NA
4,20,0.0267,24,1,1,0.0442,0.09668,0.54282168,NA,NA,NA,0.027032135,0.025491948
4,20,0.0267,24,1,2,0.0317,0.0696,0.54454023,NA,NA,NA,0.02395176,NA
4,20,0.0267,48,1,1,0.08276,0.13982,0.408096124,NA,NA,NA,-0.026152685,-0.037422241
4,20,0.0267,48,1,2,0.06178,0.10598,0.417059823,NA,NA,NA,-0.048691796,NA
4,20,0.0267,72,1,1,0.10392,0.16912,0.385525071,NA,NA,NA,0.046417679,0.032103139
4,20,0.0267,72,1,2,0.074,0.12274,0.39709956,NA,NA,NA,0.017788599,NA
4,5,Control,0,1,1,0.0109,0.024,0.545833333,0.530406545,0.021816773,4.11%,-0.029084837,5.55E-17
4,5,Control,0,1,2,0.01198,0.0247,0.514979757,NA,NA,NA,0.029084837,NA
4,5,Control,0.3,1,1,0.01198,0.02688,0.554315476,0.552667942,0.002329965,0.42%,-0.002981056,5.55E-17
4,5,Control,0.3,1,2,0.011,0.0245,0.551020408,NA,NA,NA,0.002981056,NA
4,5,Control,2,1,1,0.0101,0.026,0.611538462,0.593584357,0.025390938,4.28%,-0.03024693,-1.11E-16
4,5,Control,2,1,2,0.0101,0.0238,0.575630252,NA,NA,NA,0.03024693,NA
4,5,Control,24,1,1,0.0248,0.0593,0.581787521,0.574889177,0.009755732,1.70%,-0.011999433,-5.55E-17
4,5,Control,24,1,2,0.02262,0.05236,0.567990833,NA,NA,NA,0.011999433,NA
4,5,Control,48,1,1,0.04832,0.11784,0.589952478,0.58937489,0.000816832,0.14%,-0.000980001,0
4,5,Control,48,1,2,0.0439,0.10676,0.588797302,NA,NA,NA,0.000980001,NA
4,5,Control,72,1,1,0.07932,0.1897,0.581866104,0.582474362,0.000860206,0.15%,0.001044265,0
4,5,Control,72,1,2,0.07206,0.17284,0.58308262,NA,NA,NA,-0.001044265,NA
4,5,26.7,0,1,1,0.0143,0.0294,0.513605442,NA,NA,NA,0.031675897,0.035983251
4,5,26.7,0,1,2,0.0163,0.0332,0.509036145,NA,NA,NA,0.040290605,NA
4,5,26.7,0.3,1,1,0.0146,0.0296,0.506756757,NA,NA,NA,0.083071917,0.086247426
4,5,26.7,0.3,1,2,0.0153,0.0308,0.503246753,NA,NA,NA,0.089422934,NA
4,5,26.7,2,1,1,0.01282,0.02832,0.547316384,NA,NA,NA,0.077946752,0.107530805
4,5,26.7,2,1,2,0.012,0.0246,0.512195122,NA,NA,NA,0.137114858,NA
4,5,26.7,24,1,1,0.02668,0.06746,0.604506374,NA,NA,NA,-0.051518099,-0.040961581
4,5,26.7,24,1,2,0.02158,0.05294,0.592368719,NA,NA,NA,-0.030405064,NA
4,5,26.7,48,1,1,0.0498,0.12962,0.615800031,NA,NA,NA,-0.044835878,-0.025640301
4,5,26.7,48,1,2,0.041,0.10078,0.593173249,NA,NA,NA,-0.006444724,NA
4,5,26.7,72,1,1,0.07756,0.19586,0.604002859,NA,NA,NA,-0.03696042,-0.037742003
4,5,26.7,72,1,2,0.06658,0.16852,0.604913363,NA,NA,NA,-0.038523586,NA
4,5,2.67,0,1,1,0.0133,0.0265,0.498113208,NA,NA,NA,0.060884124,0.048132027
4,5,2.67,0,1,2,0.01762,0.03608,0.511640798,NA,NA,NA,0.035379931,NA
4,5,2.67,0.3,1,1,0.0137,0.02832,0.516242938,NA,NA,NA,0.065907576,0.07427601
4,5,2.67,0.3,1,2,0.0141,0.0286,0.506993007,NA,NA,NA,0.082644445,NA
4,5,2.67,2,1,1,0.0129,0.0293,0.559726962,NA,NA,NA,0.057038893,0.073217315
4,5,2.67,2,1,2,0.01236,0.0269,0.540520446,NA,NA,NA,0.089395736,NA
4,5,2.67,24,1,1,0.02718,0.06852,0.603327496,NA,NA,NA,-0.04946748,-0.047793736
4,5,2.67,24,1,2,0.025,0.06272,0.601403061,NA,NA,NA,-0.046119992,NA
4,5,2.67,48,1,1,0.07678,0.13354,0.425041186,NA,NA,NA,0.278827121,0.272481908
4,5,2.67,48,1,2,0.0661,0.11648,0.432520604,NA,NA,NA,0.266136696,NA
4,5,2.67,72,1,1,0.08508,0.20502,0.585016096,NA,NA,NA,-0.004363684,-0.002509383
4,5,2.67,72,1,2,0.07864,0.18852,0.58285593,NA,NA,NA,-0.000655082,NA
4,5,0.267,0,1,1,0.0159,0.0316,0.496835443,NA,NA,NA,0.063293152,0.081764874
4,5,0.267,0,1,2,0.0147,0.02812,0.477240398,NA,NA,NA,0.100236597,NA
4,5,0.267,0.3,1,1,0.0152,0.03198,0.524702939,NA,NA,NA,0.050600009,0.08129478
4,5,0.267,0.3,1,2,0.0138,0.0271,0.490774908,NA,NA,NA,0.111989551,NA
4,5,0.267,2,1,1,0.0142,0.03362,0.577632362,NA,NA,NA,0.026874015,0.043935881
4,5,0.267,2,1,2,0.0135,0.0305,0.557377049,NA,NA,NA,0.060997746,NA
4,5,0.267,24,1,1,0.0246,0.0617,0.601296596,NA,NA,NA,-0.0459348,-0.043867247
4,5,0.267,24,1,2,0.0193,0.04812,0.598919368,NA,NA,NA,-0.041799693,NA
4,5,0.267,48,1,1,0.0648,0.11374,0.430279585,NA,NA,NA,0.269939062,0.26698023
4,5,0.267,48,1,2,0.0548,0.09678,0.433767307,NA,NA,NA,0.264021399,NA
4,5,0.267,72,1,1,0.08296,0.2049,0.595119571,NA,NA,NA,-0.021709468,-0.023806306
4,5,0.267,72,1,2,0.07528,0.18706,0.597562279,NA,NA,NA,-0.025903144,NA
4,5,0.0267,0,1,1,0.0136,0.02794,0.513242663,NA,NA,NA,0.032359862,0.078569017
4,5,0.0267,0,1,2,0.01228,0.02292,0.464223386,NA,NA,NA,0.124778173,NA
4,5,0.0267,0.3,1,1,0.0137,0.02822,0.514528703,NA,NA,NA,0.06900932,0.109450527
4,5,0.0267,0.3,1,2,0.0123,0.0232,0.469827586,NA,NA,NA,0.149891734,NA
4,5,0.0267,2,1,1,0.0138,0.03226,0.572225666,NA,NA,NA,0.035982569,0.052818307
4,5,0.0267,2,1,2,0.012,0.0268,0.552238806,NA,NA,NA,0.069654044,NA
4,5,0.0267,24,1,1,0.0204,0.0493,0.586206897,NA,NA,NA,-0.019686785,-0.025830554
4,5,0.0267,24,1,2,0.0191,0.04696,0.593270869,NA,NA,NA,-0.031974322,NA
4,5,0.0267,48,1,1,0.0696,0.12058,0.422789849,NA,NA,NA,0.282646994,0.278892149
4,5,0.0267,48,1,2,0.05312,0.09274,0.427215872,NA,NA,NA,0.275137303,NA
4,5,0.0267,72,1,1,0.07648,0.1904,0.598319328,NA,NA,NA,-0.027202855,-0.02889592
4,5,0.0267,72,1,2,0.0603,0.15086,0.600291661,NA,NA,NA,-0.030588984,NA
