Block,Light (u mol photons m/s/),Diuron (ug/L),Time (hours),Replicate,Pseudo-replicate,F,Fm,Y(II),Average Y (controls),Photosynthetic inhibition (%),Average photosynthetic inhibition (%)
4,80,3,72,1,1,0.06744,0.09276,0.272962484,NA,0.29,0.28
4,80,3,72,1,2,0.05402,0.0747,0.276840696,NA,0.28,NA
4,80,1,0,1,1,0.0153,0.0333,0.540540541,NA,-0.01,-0.03
4,80,1,0,1,2,0.01718,0.0391,0.560613811,NA,-0.05,NA
4,80,1,0.3,1,1,0.01752,0.0315,0.443809524,NA,0.18,0.17
4,80,1,0.3,1,2,0.0189,0.0347,0.455331412,NA,0.16,NA
4,80,1,2,1,1,0.0255,0.0411,0.379562044,NA,0.32,0.28
4,80,1,2,1,2,0.0257,0.0441,0.41723356,NA,0.25,NA
4,80,1,24,1,1,0.0444,0.07098,0.374471682,NA,0.25,0.25
4,80,1,24,1,2,0.0493,0.07904,0.376265182,NA,0.25,NA
4,80,1,48,1,1,0.05764,0.08226,0.299294919,NA,0.19,0.2
4,80,1,48,1,2,0.0717,0.1016,0.294291339,NA,0.2,NA
4,80,1,72,1,1,0.0504,0.07362,0.315403423,NA,0.18,0.18
4,80,1,72,1,2,0.05764,0.08442,0.317223407,NA,0.17,NA
4,80,0.33,0,1,1,0.015,0.0339,0.557522124,NA,-0.05,-0.05
4,80,0.33,0,1,2,0.0148,0.034,0.564705882,NA,-0.06,NA
4,80,0.33,0.3,1,1,0.01728,0.03698,0.532720389,NA,0.02,0.01
4,80,0.33,0.3,1,2,0.0166,0.0361,0.540166205,NA,0.01,NA
4,80,0.33,2,1,1,0.02188,0.0432,0.493518519,NA,0.11,0.1
4,80,0.33,2,1,2,0.0204,0.0413,0.506053269,NA,0.09,NA
4,80,0.33,24,1,1,0.0465,0.08206,0.433341457,NA,0.13,0.14
4,80,0.33,24,1,2,0.0417,0.07354,0.432961654,NA,0.14,NA
4,80,0.33,48,1,1,0.05746,0.08658,0.336336336,NA,0.09,0.09
4,80,0.33,48,1,2,0.0544,0.08216,0.337877313,NA,0.09,NA
4,80,0.33,72,1,1,0.05812,0.09058,0.358357253,NA,0.07,0.08
4,80,0.33,72,1,2,0.05168,0.07912,0.346814965,NA,0.1,NA
4,80,0.11,0,1,1,0.0169,0.0346,0.511560694,NA,0.04,0.01
4,80,0.11,0,1,2,0.0176,0.0389,0.547557841,NA,-0.03,NA
4,80,0.11,0.3,1,1,0.0153,0.03294,0.535519126,NA,0.02,-0.01
4,80,0.11,0.3,1,2,0.0155,0.0352,0.559659091,NA,-0.03,NA
4,80,0.11,2,1,1,0.0204,0.04188,0.512893983,NA,0.08,0.05
4,80,0.11,2,1,2,0.0197,0.04322,0.544192503,NA,0.02,NA
4,80,0.11,24,1,1,0.0438,0.08316,0.473304473,NA,0.06,0.06
4,80,0.11,24,1,2,0.0426,0.08088,0.473293769,NA,0.06,NA
4,80,0.11,48,1,1,0.0659,0.10166,0.351760771,NA,0.05,0.06
4,80,0.11,48,1,2,0.0606,0.09274,0.346560276,NA,0.06,NA
4,80,0.11,72,1,1,0.0549,0.08578,0.359990674,NA,0.06,0.07
4,80,0.11,72,1,2,0.05276,0.08166,0.353906441,NA,0.08,NA
4,20,Control,0,1,1,0.0161,0.0363,0.556473829,0.55286378,-0.01,0
4,20,Control,0,1,2,0.0151,0.0335,0.549253731,NA,0.01,NA
4,20,Control,0.3,1,1,0.0132,0.0302,0.562913907,0.560492746,0,0
4,20,Control,0.3,1,2,0.0121,0.02738,0.558071585,NA,0,NA
4,20,Control,2,1,1,0.0194,0.0487,0.60164271,0.595139537,-0.01,0
4,20,Control,2,1,2,0.0181,0.044,0.588636364,NA,0.01,NA
4,20,Control,24,1,1,0.0378,0.08158,0.53665114,0.540569554,0.01,0
4,20,Control,24,1,2,0.03256,0.07148,0.544487969,NA,-0.01,NA
4,20,Control,48,1,1,0.0567,0.095,0.403157895,0.400270584,-0.01,0
4,20,Control,48,1,2,0.04698,0.07796,0.397383273,NA,0.01,NA
4,20,Control,72,1,1,0.0543,0.09286,0.415248762,0.413813986,0,0
4,20,Control,72,1,2,0.045,0.07658,0.412379211,NA,0,NA
4,20,MeOH,0,1,1,0.0158,0.0353,0.552407932,NA,0,0
4,20,MeOH,0,1,2,0.0152,0.0341,0.554252199,NA,0,NA
4,20,MeOH,0.3,1,1,0.0122,0.029,0.579310345,NA,-0.03,-0.03
4,20,MeOH,0.3,1,2,0.012,0.0281,0.572953737,NA,-0.02,NA
4,20,MeOH,2,1,1,0.0155,0.0357,0.565826331,NA,0.05,0.04
4,20,MeOH,2,1,2,0.0154,0.0368,0.581521739,NA,0.02,NA
4,20,MeOH,24,1,1,0.0363,0.08038,0.548395123,NA,-0.01,-0.02
4,20,MeOH,24,1,2,0.0336,0.0746,0.549597855,NA,-0.02,NA
4,20,MeOH,48,1,1,0.05794,0.0944,0.386228814,NA,0.04,0.04
4,20,MeOH,48,1,2,0.05786,0.0942,0.385774947,NA,0.04,NA
4,20,MeOH,72,1,1,0.05314,0.09078,0.414628773,NA,0,0
4,20,MeOH,72,1,2,0.056,0.09528,0.412258606,NA,0,NA
4,20,3,0,1,1,0.0167,0.03842,0.565330557,NA,-0.02,-0.01
4,20,3,0,1,2,0.0141,0.0314,0.550955414,NA,0,NA
4,20,3,0.3,1,1,0.0207,0.0295,0.298305085,NA,0.47,0.47
4,20,3,0.3,1,2,0.0214,0.0303,0.293729373,NA,0.48,NA
4,20,3,2,1,1,0.0259,0.0344,0.247093023,NA,0.58,0.6
4,20,3,2,1,2,0.0256,0.0334,0.233532934,NA,0.61,NA
4,20,3,24,1,1,0.05264,0.07756,0.321299639,NA,0.41,0.4
4,20,3,24,1,2,0.0495,0.07314,0.323215751,NA,0.4,NA
4,20,3,48,1,1,0.0812,0.11178,0.27357309,NA,0.32,0.3
4,20,3,48,1,2,0.0764,0.10668,0.28383952,NA,0.29,NA
4,20,3,72,1,1,0.0793,0.10972,0.277251185,NA,0.33,0.32
4,20,3,72,1,2,0.07726,0.10776,0.283036377,NA,0.32,NA
4,20,1,0,1,1,0.0163,0.03638,0.551951622,NA,0,-0.01
4,20,1,0,1,2,0.0153,0.0348,0.560344828,NA,-0.01,NA
4,20,1,0.3,1,1,0.0149,0.02766,0.46131598,NA,0.18,0.15
4,20,1,0.3,1,2,0.0162,0.0317,0.488958991,NA,0.13,NA
4,20,1,2,1,1,0.0229,0.0411,0.442822384,NA,0.26,0.27
4,20,1,2,1,2,0.0258,0.0449,0.425389755,NA,0.29,NA
4,20,1,24,1,1,0.0499,0.08628,0.42165044,NA,0.22,0.22
4,20,1,24,1,2,0.0551,0.09498,0.419877869,NA,0.22,NA
4,20,1,48,1,1,0.0715,0.1046,0.316443595,NA,0.21,0.2
4,20,1,48,1,2,0.07698,0.11352,0.321881607,NA,0.2,NA
4,20,1,72,1,1,0.06686,0.10068,0.335915773,NA,0.19,0.17
4,20,1,72,1,2,0.07312,0.11216,0.34807418,NA,0.16,NA
4,20,0.33,0,1,1,0.01754,0.0396,0.557070707,NA,-0.01,-0.02
4,20,0.33,0,1,2,0.0159,0.03688,0.568872017,NA,-0.03,NA
4,20,0.33,0.3,1,1,0.0169,0.0365,0.536986301,NA,0.04,0.03
4,20,0.33,0.3,1,2,0.0141,0.0315,0.552380952,NA,0.01,NA
4,20,0.33,2,1,1,0.023,0.0496,0.536290323,NA,0.1,0.11
4,20,0.33,2,1,2,0.0201,0.04266,0.52883263,NA,0.11,NA
4,20,0.33,24,1,1,0.0465,0.08844,0.47421981,NA,0.12,0.12
4,20,0.33,24,1,2,0.0408,0.07736,0.472595657,NA,0.13,NA
4,20,0.33,48,1,1,0.0695,0.10942,0.364832755,NA,0.09,0.09
4,20,0.33,48,1,2,0.0613,0.09638,0.363975929,NA,0.09,NA
4,20,0.33,72,1,1,0.06686,0.10578,0.367933447,NA,0.11,0.1
4,20,0.33,72,1,2,0.05786,0.09304,0.378116939,NA,0.09,NA
4,20,0.11,0,1,1,0.0183,0.04,0.5425,NA,0.02,0
4,20,0.11,0,1,2,0.0145,0.03284,0.558465286,NA,-0.01,NA
4,20,0.11,0.3,1,1,0.0171,0.0398,0.570351759,NA,-0.02,0.02
4,20,0.11,0.3,1,2,0.0106,0.02272,0.533450704,NA,0.05,NA
4,20,0.11,2,1,1,0.0209,0.0483,0.567287785,NA,0.05,0.05
4,20,0.11,2,1,2,0.0134,0.0308,0.564935065,NA,0.05,NA
4,20,0.11,24,1,1,0.0603,0.12478,0.516749479,NA,0.04,0.06
4,20,0.11,24,1,2,0.03302,0.06658,0.504055272,NA,0.07,NA
4,20,0.11,48,1,1,0.1006,0.1644,0.388077859,NA,0.03,0.03
4,20,0.11,48,1,2,0.0544,0.08882,0.387525332,NA,0.03,NA
4,20,0.11,72,1,1,0.09324,0.14884,0.373555496,NA,0.1,0.09
4,20,0.11,72,1,2,0.0448,0.07186,0.376565544,NA,0.09,NA
4,5,Control,0,1,1,0.01688,0.03648,0.537280702,0.543230515,0.01,0
4,5,Control,0,1,2,0.011,0.0244,0.549180328,NA,-0.01,NA
4,5,Control,0.3,1,1,0.0117,0.0284,0.588028169,0.590968399,0,0
4,5,Control,0.3,1,2,0.0112,0.02758,0.593908629,NA,0,NA
4,5,Control,2,1,1,0.0158,0.037,0.572972973,0.571052403,0,0
4,5,Control,2,1,2,0.0134,0.0311,0.569131833,NA,0,NA
4,5,Control,24,1,1,0.02708,0.06304,0.570431472,0.556386907,-0.03,0
4,5,Control,24,1,2,0.0254,0.0555,0.542342342,NA,0.03,NA
4,5,Control,48,1,1,0.04198,0.0997,0.57893681,0.574111262,-0.01,0
4,5,Control,48,1,2,0.03618,0.084,0.569285714,NA,0.01,NA
4,5,Control,72,1,1,0.05198,0.12166,0.572743712,0.568750861,-0.01,0
4,5,Control,72,1,2,0.05108,0.11736,0.56475801,NA,0.01,NA
4,5,MeOH,0,1,1,0.01254,0.0286,0.561538462,NA,-0.03,-0.03
4,5,MeOH,0,1,2,0.012,0.02718,0.558498896,NA,-0.03,NA
4,5,MeOH,0.3,1,1,0.0112,0.02782,0.597411934,NA,-0.01,0
4,5,MeOH,0.3,1,2,0.011,0.0264,0.583333333,NA,0.01,NA
4,5,MeOH,2,1,1,0.01228,0.03,0.590666667,NA,-0.03,-0.03
4,5,MeOH,2,1,2,0.0127,0.0304,0.582236842,NA,-0.02,NA
4,5,MeOH,24,1,1,0.0257,0.0556,0.537769784,NA,0.03,0.03
4,5,MeOH,24,1,2,0.026,0.05726,0.545930842,NA,0.02,NA
4,5,MeOH,48,1,1,0.0395,0.08882,0.555280342,NA,0.03,0.02
4,5,MeOH,48,1,2,0.04246,0.09794,0.566469267,NA,0.01,NA
4,5,MeOH,72,1,1,0.05708,0.12726,0.551469433,NA,0.03,0.02
4,5,MeOH,72,1,2,0.0595,0.13498,0.559193955,NA,0.02,NA
4,5,3,0,1,1,0.017,0.036,0.527777778,NA,0.03,0.05
4,5,3,0,1,2,0.01236,0.0249,0.503614458,NA,0.07,NA
4,5,3,0.3,1,1,0.0238,0.0343,0.306122449,NA,0.48,0.47
4,5,3,0.3,1,2,0.0244,0.0357,0.316526611,NA,0.46,NA
4,5,3,2,1,1,0.0286,0.03708,0.228694714,NA,0.6,0.56
4,5,3,2,1,2,0.0288,0.0394,0.269035533,NA,0.53,NA
4,5,3,24,1,1,0.04246,0.0644,0.34068323,NA,0.39,0.38
4,5,3,24,1,2,0.04688,0.07168,0.345982143,NA,0.38,NA
4,5,3,48,1,1,0.057,0.0901,0.367369589,NA,0.36,0.35
4,5,3,48,1,2,0.0634,0.10254,0.381704701,NA,0.34,NA
4,5,3,72,1,1,0.06784,0.11098,0.388718688,NA,0.32,0.31
4,5,3,72,1,2,0.079,0.13206,0.401787066,NA,0.29,NA
4,5,1,0,1,1,0.0139,0.02832,0.509180791,NA,0.06,0.06
4,5,1,0,1,2,0.01352,0.02802,0.517487509,NA,0.05,NA
4,5,1,0.3,1,1,0.01728,0.0316,0.453164557,NA,0.23,0.21
4,5,1,0.3,1,2,0.01736,0.03312,0.475845411,NA,0.19,NA
4,5,1,2,1,1,0.02208,0.03882,0.43122102,NA,0.24,0.24
4,5,1,2,1,2,0.0214,0.0381,0.43832021,NA,0.23,NA
4,5,1,24,1,1,0.0332,0.06726,0.506393101,NA,0.09,0.09
4,5,1,24,1,2,0.03754,0.0762,0.507349081,NA,0.09,NA
4,5,1,48,1,1,0.0515,0.10706,0.51896133,NA,0.1,0.1
4,5,1,48,1,2,0.05728,0.11862,0.517113472,NA,0.1,NA
4,5,1,72,1,1,0.0691,0.1442,0.520804438,NA,0.08,0.08
4,5,1,72,1,2,0.0843,0.1761,0.521294719,NA,0.08,NA
4,5,0.33,0,1,1,0.0187,0.04234,0.55833727,NA,-0.03,-0.02
4,5,0.33,0,1,2,0.0166,0.03648,0.54495614,NA,0,NA
4,5,0.33,0.3,1,1,0.01698,0.03706,0.541824069,NA,0.08,0.08
4,5,0.33,0.3,1,2,0.0171,0.03766,0.545937334,NA,0.08,NA
4,5,0.33,2,1,1,0.0229,0.0507,0.548323471,NA,0.04,0.04
4,5,0.33,2,1,2,0.0202,0.0452,0.553097345,NA,0.03,NA
4,5,0.33,24,1,1,0.0357,0.08432,0.576612903,NA,-0.04,-0.04
4,5,0.33,24,1,2,0.0379,0.0899,0.578420467,NA,-0.04,NA
4,5,0.33,48,1,1,0.05618,0.13754,0.591537007,NA,-0.03,-0.03
4,5,0.33,48,1,2,0.0605,0.14784,0.59077381,NA,-0.03,NA
4,5,0.33,72,1,1,0.0748,0.17766,0.578971068,NA,-0.02,-0.02
4,5,0.33,72,1,2,0.08508,0.20244,0.579727327,NA,-0.02,NA
4,5,0.11,0,1,1,0.0166,0.0348,0.522988506,NA,0.04,0.06
4,5,0.11,0,1,2,0.0142,0.0286,0.503496503,NA,0.07,NA
4,5,0.11,0.3,1,1,0.0145,0.03314,0.562462281,NA,0.05,0.07
4,5,0.11,0.3,1,2,0.01264,0.0271,0.533579336,NA,0.1,NA
4,5,0.11,2,1,1,0.01754,0.0397,0.558186398,NA,0.02,0.04
4,5,0.11,2,1,2,0.0137,0.0294,0.534013605,NA,0.06,NA
4,5,0.11,24,1,1,0.0296,0.07116,0.584035975,NA,-0.05,-0.05
4,5,0.11,24,1,2,0.02738,0.0659,0.584522003,NA,-0.05,NA
4,5,0.11,48,1,1,0.04294,0.10472,0.589954163,NA,-0.03,-0.03
4,5,0.11,48,1,2,0.0404,0.09822,0.588678477,NA,-0.03,NA
4,5,0.11,72,1,1,0.05678,0.1356,0.581268437,NA,-0.02,-0.02
4,5,0.11,72,1,2,0.0555,0.13306,0.582894935,NA,-0.02,NA
